ID #,Date -Sampled-,NtoS -code-,Sample Site,Species -code-,Percent Composition,Density -code-,RA_Rank,RA Index,Latitude,Longitude
UA-6577-01,6/13/2018,11,Santa Cruz Pier,No tox sp,0,X,0,0.00,36.96,-122.02
UA-6578-01,6/13/2018,14,Goleta Pier,D-Alex_Sum,0.5,R,1,0.00,34.41,-119.83
UA-6579-01,6/10/2018,8,"San Francisco, Presidio Pier",No tox sp,0,X,0,0.00,37.81,-122.47
UA-6580-01,6/10/2018,10,Pacifica Pier,No tox sp,0,X,0,0.00,37.63,-122.5
UA-6582-01,6/12/2018,15,Ventura Pier,No tox sp,0,X,0,0.00,34.27,-119.29
UA-6583-01,6/12/2018,13,Pismo Pier,No tox sp,0,X,0,0.00,35.14,-120.65
UA-6584-01,6/11/2018,17,San Clemente Pier,No tox sp,0,X,0,0.00,33.42,-117.62
UA-6589-01,6/12/2018,18,"San Diego Bay, U.S. Navy Pier",No tox sp,0,X,0,0.00,32.7,-117.24
UA-6591-01,6/10/2018,5,"Tomales Bay, Lease #M430-12",No tox sp,0,X,0,0.00,38.13,-122.87
UA-6593-01,6/11/2018,13,"Morro Bay, Boat Launch",No tox sp,0,X,0,0.00,35.36,-120.85
UA-6594-01,6/13/2018,6,"Point Richmond, Ferry Point",No tox sp,0,X,0,0.00,37.91,-122.39
UA-6595-01,6/8/2018,13,San Simeon Pier,No tox sp,0,X,0,0.00,35.64,-121.19
UA-6596-01,6/11/2018,2,"Humboldt Bay, Indian Is. Ch.",No tox sp,0,X,0,0.00,40.81,-124.16
UA-6598-01,6/14/2018,11,"Santa Cruz, Capitola Pier",No tox sp,0,X,0,0.00,36.97,-121.95
UA-6600-01,6/14/2018,13,"Morro Bay, North T-Pier",No tox sp,0,X,0,0.00,35.37,-120.86
UA-6603-01,6/13/2018,8,"San Francisco, Pier 15",No tox sp,0,X,0,0.00,37.8,-122.4
UA-6604-01,6/11/2018,5,Bolinas Lagoon,No tox sp,0,X,0,0.00,37.91,-122.68
